country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
India,IND,2005,7659000000.0,3919000.0,4.9546508845687,7185000.0,4.55134404497141,820383763511.445,4.24634362031922,3.804
Ireland,IRL,2005,6779000000.0,7333000.0,4.1672836120878,6113000.0,4.44634170544845,211876989655.907,2.45654692931639,4.237
Iceland,ISL,2005,635000000.0,429000.0,12.4249203845757,364000.0,13.9833745992281,16852963067.0496,3.98704782806593,2.547
Israel,ISR,2005,3750000000.0,1916000.0,6.45727864448807,3687000.0,7.12076270822563,147103301914.121,1.31348511383542,11.342
Italy,ITA,2005,38364000000.0,59230000.0,8.40022904974237,43407000.0,5.81896943082816,1864982261286.85,1.9852929852798,7.731
Jordan,JOR,2005,1759000000.0,5817000.0,26.1996806789773,1523000.0,5.5062248541158,12588998589.5628,3.49368534619531,14.8
Japan,JPN,2005,15554000000.0,6728000.0,2.31134163186982,17404000.0,7.97571173062786,4831467035389.8,-0.282946068764391,4.446
"Korea, Rep.",KOR,2005,8282000000.0,6023000.0,2.46635122068304,10080000.0,5.41929748946017,934901071332.984,2.75379162735039,3.482
Kuwait,KWT,2005,413000000.0,3474000.0,0.824723373408285,2173000.0,21.0239326830252,80798630136.9863,4.14297583631023,1.95
Latin America & Caribbean (excluding high income),LAC,2005,36994042538.5938,139293878.536285,6.6668521788558,152058277.382356,5.11281238018039,2470508853358.94,5.05101962689696,8.09756358570202
Latin America & Caribbean,LCN,2005,51567172209.8749,167839740.288342,6.57316223963446,157601258.832106,5.06605590508261,2903183974064.52,4.44057565687912,8.31814337528541
Sri Lanka,LKA,2005,729000000.0,669000.0,9.24322606817573,727000.0,5.48404131112821,24405791044.7761,11.6396860971118,7.67
Luxembourg,LUX,2005,3770000000.0,913000.0,6.71484770090618,1185000.0,6.54894852779629,37672280120.4794,2.48769665164088,4.488
Latvia,LVA,2005,446000000.0,3791000.0,6.13509194421244,2959000.0,6.7472963125414,16306935905.4138,6.74845027893112,10.033
"Macao SAR, China",MAC,2005,7181000000.0,18711000.0,69.9804489250855,629000.0,7.51403957506091,12160056122.3757,4.39589284335676,4.158
Morocco,MAR,2005,5426000000.0,6077000.0,32.7022972875271,2247000.0,4.86290513581999,68852658068.6673,0.982641660015951,11.01
Mexico,MEX,2005,12801000000.0,103146000.0,5.46857861309594,128392000.0,3.59986012416158,917571853529.104,3.98805714597437,3.558
Mauritius,MUS,2005,1189000000.0,782000.0,31.6521617059891,183000.0,7.13775839353614,6576108447.47531,4.93717004981793,9.524
North America,NAC,2005,152215668890.698,108161000.0,7.69717321086865,104333299.761352,5.07433824685924,14217173734778.7,2.80314943994659,5.2590421432416
Norway,NOR,2005,4243000000.0,3824000.0,3.18499787248662,3166000.0,12.3998916300536,309978579743.888,1.53213367609254,4.381
New Zealand,NZL,2005,6486000000.0,2366000.0,20.1637405389033,1872000.0,7.98510169716655,114720129550.095,3.03702332617012,3.807
OECD members,OED,2005,515063911934.473,917093718.802883,6.4671903605872,700513025.646572,6.22674779008481,37692609697731.1,2.47212179047864,6.83294182417469
Panama,PAN,2005,1108000000.0,1070000.0,10.4464243624193,285000.0,3.61084743238967,16623906700.0,2.85588324760959,10.33
Peru,PER,2005,1438000000.0,1938000.0,7.41948891707458,1841000.0,6.49716874036488,76060606060.6061,1.61630193862544,4.866
Philippines,PHL,2005,2863000000.0,2623000.0,8.47727394533899,2144000.0,7.50730058972449,107419977318.166,6.51685393258433,3.795
Poland,POL,2005,7161000000.0,64606000.0,6.76127351008384,40841000.0,5.36337381449122,306999913150.525,2.18379872390258,17.592
Paraguay,PRY,2005,96000000.0,2648000.0,1.87901463069755,188000.0,3.22887203564517,10737500188.1123,6.80738203116377,4.825
Post-demographic dividend,PST,2005,507230965101.428,822568061.024317,6.32153540277854,613392162.734737,6.28778572720181,35786081494029.5,2.3753195897788,6.25673858824232
Romania,ROU,2005,1324000000.0,5839000.0,5.48922877966683,7140000.0,3.1322080053219,98454380120.0761,9.01491283343835,7.174
Russian Federation,RUS,2005,7805000000.0,22201000.0,2.90289548668744,28416000.0,10.9323912273327,764015973481.11,12.6853039507349,7.124
Singapore,SGP,2005,6209000000.0,8943000.0,2.15761357738246,5159000.0,4.03491760073763,127807848728.398,0.425106276569129,5.59
El Salvador,SLV,2005,656000000.0,1306000.0,19.6282011770936,1239000.0,4.42517308880155,14698000000.0,4.69094870903769,7.22
Slovenia,SVN,2005,1894000000.0,1555000.0,8.58933543758446,6736000.0,4.58014580954864,35947936823.7781,2.45150132316475,6.506
Seychelles,SYC,2005,269000000.0,135000.0,37.378233772539,52000.0,6.66746542103544,977899381.818182,0.907187718073944,5.5
Europe & Central Asia (IDA & IBRD countries),TEC,2005,56602197910.7157,204584907.690285,8.41836850727761,131897897.91164,6.40248186895276,2040783699423.71,7.57999929125768,8.55061627827313
Thailand,THA,2005,12103000000.0,11567000.0,9.36131223275147,3047000.0,3.70598130317368,189318408468.595,4.54036919634535,1.35
Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,38623453342.1393,145124920.038885,6.17282530933562,155775205.444687,5.0084009170712,2751977104544.77,4.6992773903564,8.43066975380142
Tunisia,TUN,2005,2800000000.0,6378000.0,19.2201159368149,2241000.0,3.07463164425337,32272186694.8043,2.01778641357144,12.872
Turkiye,TUR,2005,20760000000.0,21125000.0,19.5239393967893,8246000.0,2.88747518132825,506314717661.655,8.17916036802002,10.636
Uganda,UGA,2005,382000000.0,468000.0,24.7726537553746,189000.0,7.85759544976465,9239221763.05793,8.44872642299532,1.9
Uruguay,URY,2005,699000000.0,1917000.0,13.7453369419956,658000.0,7.05345304390124,17362857683.8545,4.6992773903564,12.009
United States,USA,2005,116682000000.0,71484000.0,9.03456894509201,79215000.0,4.91493459054413,13039197000000.0,3.3927468454955,5.084
World,WLD,2005,829031044550.556,1501611341.31288,6.44469622171836,1254803571.94802,6.05934415138456,47811684840222.7,4.10725070715931,5.79427389834692
Albania,ALB,2006,1057000000.0,937000.0,56.5371142509188,2616000.0,24.281157029946,8896075004.63516,2.37072831904282,13.8
Australia,AUS,2006,20408000000.0,5532000.0,12.7421767563573,4941000.0,10.0016895535604,748417562769.636,3.55528773727026,4.785
Azerbaijan,AZE,2006,201000000.0,1194000.0,1.4656149238974,1836000.0,3.24360129956913,20981929497.6188,8.3289248286321,6.62
Belgium,BEL,2006,11625000000.0,6995000.0,3.77996495643298,7852000.0,5.99553775131742,408259840868.823,1.7912077007046,8.246
Bulgaria,BGR,2006,3317000000.0,7499000.0,16.2671910414176,4180000.0,8.00073545048775,34380536495.6739,7.26159462769944,8.951
Belarus,BLR,2006,401000000.0,5276000.0,1.85912384732003,6811000.0,2.92696887439618,36961894281.3444,6.99712903535589,1.2
Bolivia,BOL,2006,330000000.0,521000.0,7.58733176382884,472000.0,10.4139683913561,11451844902.2214,4.28239604802561,5.08
Brazil,BRA,2006,4577000000.0,5017000.0,2.94455719031668,3886000.0,6.14902509012634,1107626541710.74,4.18356812896909,9.692
Canada,CAN,2006,16837000000.0,33390000.0,3.62179398567083,46912000.0,6.06690040020077,1319264809590.97,2.00202539534161,6.484
Central Europe and the Baltics,CEB,2006,39782540496.6114,215062885.918177,7.92586633896816,102510242.460062,3.95730942082982,1001432946965.27,3.93032603841001,10.0882370407902
Costa Rica,CRI,2006,2066000000.0,2071000.0,20.8705667544808,485000.0,6.15596980058368,22715540324.3032,11.4705968149052,5.926
Cyprus,CYP,2006,2692007568.35938,2629000.0,31.4608992852721,932000.0,11.1149862699395,20072754986.8272,2.30468732978555,4.593
Czechia,CZE,2006,6702000000.0,25102000.0,6.61602840945255,6393000.0,2.94741484154955,156236258386.589,2.53399258343635,7.141
Germany,DEU,2006,45560000000.0,23569000.0,3.82238505109563,81801000.0,8.29270600785183,3046308753670.58,1.57742642840563,10.277
Denmark,DNK,2006,5562000000.0,26936000.0,3.86796744605313,6129000.0,5.66278259854429,283386151543.687,1.92422138464594,3.897
Dominican Republic,DOM,2006,3917000000.0,4268000.0,45.7470539457856,420000.0,4.44312397393008,37879830084.2627,7.57280523853074,5.655
Algeria,DZA,2006,393000000.0,1638000.0,0.68581599888312,1349000.0,1.63268525456474,123084258693.01,2.31149918514424,12.27
Europe & Central Asia (excluding high income),ECA,2006,44332014043.2921,95695880.8214348,10.5674272353719,91548425.8421658,3.76858396403373,926798024731.676,7.663026931994,8.02533480434969
Europe & Central Asia,ECS,2006,374333004391.791,854328332.117065,6.15733019617179,516208188.517464,6.17553441597305,18222775631109.8,3.19288637808747,7.91973924734525
Ecuador,ECU,2006,492000000.0,841000.0,3.46171158987691,733000.0,5.13493544475594,45690762000.0,3.29874846258215,3.55
Euro area,EMU,2006,248295034031.059,489625062.752987,6.47888212926086,240206221.439729,6.3230918106153,11288306909760.6,2.72004750529271,8.43775696191067
European Union,EUU,2006,295830867552.298,711022667.348889,6.32905582725946,338891791.953707,6.08827564693123,12768477269004.1,2.66631494577069,8.69228459540501
Finland,FIN,2006,3515000000.0,3375000.0,3.75370854539446,6428000.0,4.84673867623693,217044068234.117,1.56666380704386,8.935
France,FRA,2006,54615000000.0,193882000.0,8.39529804772361,27107000.0,5.96922168331699,2317861544690.82,1.67512449608723,8.833
Georgia,GEO,2006,361000000.0,983000.0,14.4405983041397,1346000.0,5.87258192682995,7745250733.95067,9.16096508394497,13.57
Guatemala,GTM,2006,919000000.0,1502000.0,12.0905144059992,1055000.0,5.15228745830974,29744246827.1839,6.56085282795382,1.902
High income,HIC,2006,577257884310.534,1128257222.58738,5.62185983678381,780689372.228802,5.76018349774016,41048111676491.0,2.66631494577069,6.37509038419287
"Hong Kong SAR, China",HKG,2006,15541000000.0,25251000.0,4.3367585457889,75812000.0,4.17030929672397,193535442896.365,2.00025160397534,4.77
Hungary,HUN,2006,4998000000.0,38318000.0,5.84461181842722,16597000.0,2.678268308186,115715618613.052,3.93032603841001,7.494
Indonesia,IDN,2006,4890000000.0,4871000.0,4.5530702117391,4967000.0,6.22959408811467,364570515618.358,13.1086720985296,7.551
Ireland,IRL,2006,7668000000.0,8001000.0,4.34910657115658,6848000.0,4.55015595440006,232180617162.279,3.93576114001354,4.355
Iceland,ISL,2006,702000000.0,477000.0,13.2536777899464,440000.0,13.1860910253816,17465318552.2941,6.68707906136661,2.83
Israel,ISR,2006,3736000000.0,1834000.0,5.93129791594894,3713000.0,6.84097369752553,158722866825.261,2.06352636127917,10.707
Italy,ITA,2006,41666000000.0,66353000.0,8.15486158176917,46369000.0,5.19666370387736,1958563654385.64,2.09084391012754,6.777
Jordan,JOR,2006,2426000000.0,6573000.0,29.5807866269971,2139000.0,7.22545418379441,15056981664.3159,6.25172466656443,14.0
Japan,JPN,2006,11490000000.0,7334000.0,1.57707282812468,17535000.0,5.65798585648349,4601663122649.92,0.249355116079085,4.192
Kazakhstan,KAZ,2006,973000000.0,4707000.0,2.28320810137617,3688000.0,3.22377068504965,81003864630.018,8.72169386091733,7.79
"Korea, Rep.",KOR,2006,8437000000.0,6155000.0,2.18505558722365,11610000.0,5.59110590564065,1053216909887.56,2.24234028518921,3.254
Kuwait,KWT,2006,508000000.0,3899000.0,0.782773314676848,2529000.0,22.5979920591064,101557330723.423,3.05701339166722,1.3
Latin America & Caribbean (excluding high income),LAC,2006,40495552696.3222,136738000.0,6.27881859484489,146278940.640518,4.93706573409761,2881100869931.19,4.28239604802561,7.01629794762117
Latin America & Caribbean,LCN,2006,55975354667.3441,165382750.949921,6.08120542685026,152165563.918759,4.77401870977864,3397283352571.6,4.25195321977967,7.22909167777531
Sri Lanka,LKA,2006,733000000.0,689000.0,8.61591800843232,757000.0,5.73089572351268,28279802405.9138,10.0201836057035,6.5
Luxembourg,LUX,2006,3819000000.0,908000.0,5.54134350698782,1084000.0,5.59187428373788,42910146296.0646,2.66631494577069,4.731
Latvia,LVA,2006,622000000.0,4649000.0,7.18530050965257,3151000.0,6.01285128871768,20434922247.3037,6.53619908765877,7.03
"Macao SAR, China",MAC,2006,8482000000.0,21998000.0,72.6020862687647,645000.0,6.77121630204669,14874098691.9082,5.14997337750697,3.822
Morocco,MAR,2006,6900000000.0,6777000.0,35.5394189542667,2135000.0,4.66553099931046,75883823300.8545,3.28476166954811,9.67
Mexico,MEX,2006,13329000000.0,97701000.0,4.92316895112629,122022000.0,3.2967929307555,1020265057882.01,3.62946762439132,3.566
Mauritius,MUS,2006,1302000000.0,807000.0,32.5488320421982,186000.0,7.34286270517439,7028810680.89077,8.91350105650139,9.04
North America,NAC,2006,158294054015.176,217203000.0,7.14754858517796,195429088.664302,4.95890424757007,15140991809591.0,2.61398474802282,4.81732230842522
Norway,NOR,2006,4289000000.0,4070000.0,2.79110920128956,3236000.0,11.8347022527423,346915160681.708,2.32934980757544,3.397
New Zealand,NZL,2006,6148000000.0,2409000.0,19.0155968059703,1861000.0,7.66118585969761,111538810712.665,3.36540196171993,3.857
OECD members,OED,2006,541515064400.163,1057049130.58298,5.92521652355919,783842500.681724,5.66330754570496,39774217252914.0,2.60015376460352,6.18704451782999
Panama,PAN,2006,1425000000.0,1215000.0,11.4223878802453,284000.0,3.38161008273617,18659721500.0,2.45789346442096,9.11
Peru,PER,2006,1775000000.0,2227000.0,6.79416183843218,1857000.0,5.85684827034737,88643193061.748,2.00225801248819,4.172
Philippines,PHL,2006,4051000000.0,2843000.0,9.69169608411783,2745000.0,6.30367449572801,127652926368.069,5.4852320675105,4.052
Poland,POL,2006,8153000000.0,65115000.0,6.24535600750699,44696000.0,5.50641755139083,345897630736.173,1.28469394366408,13.794
Paraguay,PRY,2006,112000000.0,2830000.0,1.77804356777358,210000.0,2.74956399652448,13429430050.261,9.58934941129229,5.277
Post-demographic dividend,PST,2006,538530053510.615,972284577.685083,5.85532335792514,709156453.265939,5.71320371279919,37659870867537.4,2.45792444195865,5.91356704202388
Romania,ROU,2006,1675000000.0,6037000.0,5.53335631883267,8906000.0,3.21601062117615,122023735992.706,6.55851412276983,7.27
Russian Federation,RUS,2006,9720000000.0,22486000.0,2.91716747959701,29107000.0,8.99931571781335,989932071352.543,9.66865454789265,7.055
Singapore,SGP,2006,7536000000.0,9751000.0,2.22349387936699,5533000.0,3.84206357824061,148627286361.351,0.962901778165114,4.48
El Salvador,SLV,2006,686000000.0,1501000.0,18.1930532239628,1242000.0,4.05509112067132,15999890000.0,4.03712359429612,6.57
Slovenia,SVN,2006,2075000000.0,1617000.0,7.9403588814175,6814000.0,4.06562525390818,39260368837.0342,2.45792444195865,5.95
Syrian Arab Republic,SYR,2006,2113000000.0,5682000.0,16.0455014883664,4042000.0,4.92465695765637,33751788856.305,10.0241105377571,8.17
Europe & Central Asia (IDA & IBRD countries),TEC,2006,60846508473.1524,210284391.704246,7.39734035920843,142195981.623129,5.69241370925849,2468438722039.43,6.99712903535589,8.17501570476985
Thailand,THA,2006,16624000000.0,13822000.0,10.8971878123502,3382000.0,4.20463959103889,221758296021.621,4.63747436011765,1.22
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,42654605076.0314,142663119.848406,5.74780093384679,150244605.82194,4.72913158269428,3234901591988.53,4.29342363628927,7.32192245702527
Tunisia,TUN,2006,2999000000.0,6550000.0,18.8722447450287,2302000.0,3.00654717896848,34376664600.5898,3.22525337438917,12.51
Turkiye,TUR,2006,19137000000.0,19820000.0,15.9646620116625,8275000.0,2.39478146002002,557076157773.479,9.59724212288432,10.227
Uruguay,URY,2006,711000000.0,1824000.0,12.2856539910458,666000.0,5.18959853505846,19741420739.8901,6.39764974385131,10.844
United States,USA,2006,121030000000.0,183178000.0,8.26712732523629,148511000.0,4.73184576238011,13815583000000.0,3.22594410070404,4.623
Vanuatu,VUT,2006,109000000.0,154000.0,59.3961810339601,15000.0,5.02744475949949,439358586.535588,2.04081632653062,8.006
Samoa,WSM,2006,88400001.5258789,116000.0,59.3049845477009,51000.0,7.32484655947686,499923757.780736,3.70008680555553,1.29
Albania,ALB,2007,1479000000.0,1127000.0,60.0147492308715,2979000.0,24.9057976767104,10677324852.8822,2.93268248162323,15.966
Armenia,ARM,2007,522000000.0,511000.0,26.5183312868915,468000.0,11.0959293120137,9206301269.79164,4.40736089644516,10.394
Australia,AUS,2007,25024000000.0,5644000.0,13.417906599768,5462000.0,10.5321704458337,855007458585.224,2.32761128891476,4.381
Azerbaijan,AZE,2007,317000000.0,1333000.0,1.41801358573319,1631000.0,4.1135988126923,33049419431.2244,16.6997549618244,6.33
Belgium,BEL,2007,12369000000.0,7045000.0,3.41959992027005,8371000.0,5.40668251067277,470922156309.453,1.82305630026808,7.459
Bulgaria,BGR,2007,4181000000.0,7726000.0,15.898520605305,4515000.0,6.07776474131864,44432811756.4731,8.40253419005901,6.878
Belarus,BLR,2007,479000000.0,5283000.0,1.78246486237064,7512000.0,2.43908190800888,45275711995.825,8.4267527350531,1.0
Bolivia,BOL,2007,326000000.0,573000.0,6.57956418055465,526000.0,9.29905623512297,13120108008.3477,8.70560923578869,5.18
Brazil,BRA,2007,5284000000.0,5026000.0,2.89749777714084,4662000.0,6.51526439742355,1397114486471.38,3.64127299102652,9.28
Canada,CAN,2007,17962000000.0,30373000.0,3.58055031084329,50044000.0,6.60258110944785,1468820407783.26,2.13838399266837,6.156
Central Europe and the Baltics,CEB,2007,49293530836.68,222544621.751542,7.69989529256074,110142989.37043,3.66892253448385,1264330342660.26,4.83732928313989,7.79266709561583
Colombia,COL,2007,2616000000.0,2381000.0,7.44710778248662,2028000.0,6.48444819929603,206229540926.312,5.54438485815156,11.204
Costa Rica,CRI,2007,2454000000.0,2302000.0,22.3214260417398,577000.0,6.72623307872768,26884700709.3146,9.35724456417157,4.557
Cyprus,CYP,2007,3107000000.0,2671000.0,30.2123213476248,1081000.0,13.259533034911,23968727073.6381,2.37265183669719,3.946
Czechia,CZE,2007,7803000000.0,22625000.0,6.19429939097993,9048000.0,3.19475708649991,190040702286.917,2.85312437211175,5.316
Germany,DEU,2007,49320000000.0,24421000.0,3.47117885522158,82099000.0,8.03027339810537,3484056680854.91,2.29834400700951,8.732
Denmark,DNK,2007,5978000000.0,27138000.0,3.62423814183082,6564000.0,5.67683013558998,320213157595.018,1.69326586220315,3.801
Dominican Republic,DOM,2007,4064000000.0,4365000.0,42.8447930503721,443000.0,4.12597030233805,43965458508.5056,6.14356655248047,5.158
Algeria,DZA,2007,334000000.0,1743000.0,0.527401573569811,1499000.0,1.51187763119594,142482739809.849,3.67899574741699,13.79
Europe & Central Asia (excluding high income),ECA,2007,54622195652.7504,113529421.671204,10.1101379456661,100443508.852911,3.81885862063392,1167198478790.75,8.59146682238974,8.3535284989069
Europe & Central Asia,ECS,2007,434151267166.282,883815853.742797,6.0030955900421,543821360.066964,5.97606231392888,21289536619062.5,2.91598261872856,7.18599585752326
Ecuador,ECU,2007,626000000.0,937000.0,3.8953978865126,801000.0,4.6930942477189,49848725000.0,2.27618478002121,3.142
Euro area,EMU,2007,281121020630.138,494727795.290124,6.21431882484778,251318903.467316,6.21221777172887,13000319190760.0,2.48231546689542,7.54540979159824
European Union,EUU,2007,339745395064.946,723200887.816661,6.11180161969903,359820729.549465,5.93135507338677,14789546650988.5,2.5106656524034,7.50604300609866
Finland,FIN,2007,4287000000.0,3519000.0,3.81002677571408,6413000.0,4.80386337900039,256360251537.648,2.5106656524034,6.854
France,FRA,2007,63890000000.0,193319000.0,8.62091601833162,33144000.0,6.06124084481424,2655816911866.56,1.4879980595386,8.009
Georgia,GEO,2007,440000000.0,1052000.0,13.9123726353542,1473000.0,4.71162747209115,10172931088.5655,9.24489745592404,13.28
High income,HIC,2007,658445306632.038,1143132372.81365,5.50379312166506,806033509.510074,5.82295529540662,45167415798939.2,2.85267248150138,5.75156893956679
"Hong Kong SAR, China",HKG,2007,18237000000.0,28169000.0,4.62294033809257,80682000.0,4.04470258041041,211596944503.8,2.03502713369511,4.01
Hungary,HUN,2007,5628000000.0,39379000.0,5.14638652421793,17056000.0,2.84147582414511,140186716681.425,7.9587451654491,7.406
Indonesia,IDN,2007,5831000000.0,5506000.0,4.76912775624193,5158000.0,6.4901347310596,432216737774.861,6.40656281325701,8.06
Ireland,IRL,2007,9260000000.0,8332000.0,4.44124258707834,7713000.0,4.79998149447242,270079279419.5,4.88574537540802,4.98
Iceland,ISL,2007,848000000.0,539000.0,11.8862151727445,460000.0,14.6883360629245,21652505596.7528,5.05155736492146,2.251
Israel,ISR,2007,4325000000.0,2294000.0,5.95375754372054,4147000.0,6.64265717085708,184068518293.128,0.455170953741894,9.379
Italy,ITA,2007,46134000000.0,70271000.0,7.61201934242512,49166000.0,5.33183124433899,2222524108127.65,1.82974112202403,6.076
Jordan,JOR,2007,2754000000.0,6529000.0,29.3365989190398,2094000.0,6.52202260889112,17110437235.543,4.74390639021648,13.1
Japan,JPN,2007,12422000000.0,8347000.0,1.54848703032317,17295000.0,5.18408488277176,4579750920354.81,0.060039454498669,3.888
Kazakhstan,KAZ,2007,1214000000.0,5311000.0,2.19218484046231,4544000.0,3.10291440990516,104849915058.376,10.8468362075557,7.26
Cambodia,KHM,2007,1169000000.0,2015000.0,24.9751790033648,996000.0,3.63788854698551,10127916459.8983,8.70882770568049,1.257
"Korea, Rep.",KOR,2007,9253000000.0,6448000.0,2.03713741353779,13325000.0,5.61865713381562,1172614086539.86,2.53457382137932,3.013
Kuwait,KWT,2007,530000000.0,4482000.0,0.729074715606128,2649000.0,21.8189608621205,114634043361.692,5.48494983277596,1.5
Latin America & Caribbean (excluding high income),LAC,2007,44838428812.6763,135404000.0,6.11271071557526,134739323.405485,4.96135960013608,3401605298745.69,6.14356655248047,7.29297762568503
Latin America & Caribbean,LCN,2007,61795379923.5171,164050585.813892,6.01737177565479,141098688.928985,4.71434857988627,3998720279668.84,4.57808572377153,7.35178661321933
Sri Lanka,LKA,2007,750000000.0,592000.0,7.966096294172,862000.0,5.55268392776029,32350238760.4239,15.8421114924843,5.97
Luxembourg,LUX,2007,4351000000.0,914000.0,5.31534617783609,1132000.0,5.38655689258342,51587401415.7872,2.31245861786127,4.065
Latvia,LVA,2007,880000000.0,5209000.0,7.25171850508645,3398000.0,5.72061616847737,29420499247.7089,10.0929775849168,6.052
"Macao SAR, China",MAC,2007,11198000000.0,27003000.0,76.9840244006772,599000.0,6.36671688217275,18439981612.4086,5.57149689143953,3.27
Morocco,MAR,2007,8307000000.0,7701000.0,34.6854749766219,2669000.0,4.52022787554326,86947913286.728,2.04208512673344,9.56
Mexico,MEX,2007,14055000000.0,93582000.0,4.75987635604904,109540000.0,3.15883412102495,1102355554971.95,3.96684905458235,3.628
Mauritius,MUS,2007,1663000000.0,933000.0,37.429071127526,213000.0,7.34924024203046,8150150209.22501,8.827292723933,8.475
North America,NAC,2007,175395970605.484,206332000.0,7.06425067780853,190429282.128913,5.07821240950766,15949815407783.3,2.49552823708488,4.7836986976915
Norway,NOR,2007,5322000000.0,4377000.0,3.06417899741142,3395000.0,11.0805443495441,402643260487.572,0.712589073634201,2.493
New Zealand,NZL,2007,7190000000.0,2455000.0,18.5090972382153,1978000.0,7.86833718137685,137188946865.584,2.37614310290659,3.661
OECD members,OED,2007,614280035013.092,1057756515.07794,5.80097987480821,782447672.334772,5.62417183691068,43545856666852.3,2.48470438812871,5.88679636345913
Panama,PAN,2007,1806000000.0,1428000.0,11.7284912718204,314000.0,2.91110615663917,21717433800.0,4.16863300298887,6.78
Peru,PER,2007,2007000000.0,2451000.0,6.49010767162845,1915000.0,5.26416687646869,102170981144.136,1.77998644680372,4.079
Philippines,PHL,2007,5523000000.0,3092000.0,11.9276210893795,3066000.0,6.16985901890715,155980408673.403,2.90000000000003,3.434
Poland,POL,2007,11729000000.0,66208000.0,7.05325571885599,47561000.0,4.56166646608973,429715132137.503,2.45874312385402,9.551
Paraguay,PRY,2007,121000000.0,3005000.0,1.55096813837511,242000.0,2.87433426714616,17856393235.4338,8.13047417698577,4.713
Post-demographic dividend,PST,2007,612238913110.199,984896479.657769,5.77105055841867,726390765.956275,5.69247074721352,41105433090220.8,2.32761128891476,5.49991095124032
Romania,ROU,2007,2073000000.0,7722000.0,4.80278840596626,10980000.0,2.53480728191658,174588782938.583,4.83732928313989,6.413
Russian Federation,RUS,2007,12426000000.0,22909000.0,3.18296630943125,34285000.0,7.91647958918914,1299703478481.65,9.00729868861079,6.002
Saudi Arabia,SAU,2007,6907000000.0,13479000.0,2.76758313147961,4817000.0,14.4444681903815,415964509673.115,4.16782330119979,5.734
Singapore,SGP,2007,9066000000.0,10285000.0,2.35476396924537,6024000.0,4.11143237006459,180941701357.97,2.10488003633211,3.9
El Salvador,SLV,2007,793000000.0,1720000.0,18.2329867609662,1012000.0,4.09930481210955,17011750000.0,4.57808572377153,6.41
Slovenia,SVN,2007,2464000000.0,1751000.0,7.46131621617964,5569000.0,3.74761172108721,47880266542.577,3.65749563284099,4.818
Eswatini,SWZ,2007,32200000.7629395,1230000.0,1.51966197763899,1130000.0,2.57965747461466,3469381231.49049,8.07608827861589,28.24
Syrian Arab Republic,SYR,2007,2972000000.0,5434000.0,19.0305239008733,4196000.0,4.64376909951396,40465318382.0585,3.90770950443607,8.42
Europe & Central Asia (IDA & IBRD countries),TEC,2007,76077119597.2498,233796926.398741,7.53300019001046,154147831.670128,5.11796404849362,3174792980479.64,8.40253419005901,7.46317344873984
Thailand,THA,2007,20625000000.0,14464000.0,11.3716409964391,4018000.0,4.23445206503759,262942621455.053,2.24154095286802,1.18
Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,47856660146.5368,141496729.278345,5.69628960456268,139215149.065192,4.67658651160902,3826937668589.79,5.54438485815156,7.44410000701067
Tunisia,TUN,2007,3373000000.0,6762000.0,16.8953706382185,2743000.0,2.55625368565011,38915353866.757,2.96694432477349,12.365
Turkiye,TUR,2007,21662000000.0,27215000.0,14.8997489424631,4956000.0,2.38822393388875,681321124295.914,8.75618090972639,10.285
Ukraine,UKR,2007,5320000000.0,26162000.0,8.66280205822966,17866000.0,5.78347209640079,148733861386.139,12.8387796190181,6.351
Uruguay,URY,2007,928000000.0,1815000.0,13.3845706193222,635000.0,5.22478373073556,23797773024.3992,8.11464561179313,9.403
United States,USA,2007,134800000000.0,175299000.0,8.11651656931463,140364000.0,4.761256272106,14474228000000.0,2.85267248150138,4.622
Albania,ALB,2008,1850000000.0,1420000.0,56.3585203050781,3716000.0,24.4326591033007,12881352893.6855,3.32087090389264,13.06
Armenia,ARM,2008,564000000.0,558000.0,29.0179002373582,516000.0,9.74144973987652,11662040713.8753,8.94995335353387,22.974
Australia,AUS,2008,27189000000.0,5586000.0,11.4237554459534,5808000.0,10.2058140150842,1056112427190.38,4.35029854990048,4.242
Azerbaijan,AZE,2008,382000000.0,1899000.0,1.19790046306379,2162000.0,4.06390925076753,48851293785.4483,20.8490871772712,5.86
Bulgaria,BGR,2008,4852000000.0,8533000.0,15.9363064687592,5727000.0,6.33607338373052,54480684188.4442,12.3487195994021,5.609
Belarus,BLR,2008,585000000.0,5262000.0,1.61406916493304,6323000.0,2.10317285635329,60752106347.126,14.8378764828254,0.8
Bolivia,BOL,2008,302000000.0,594000.0,4.30011205533162,589000.0,6.59384591573656,16674276285.8956,14.0068107702519,2.603
Brazil,BRA,2008,6109000000.0,5050000.0,2.70071361922543,5238000.0,5.91786465583502,1695855083552.05,5.67859390284168,8.268
Canada,CAN,2008,18190000000.0,27370000.0,3.39543222609504,51737000.0,6.66757986949725,1552989690721.65,2.37027067444299,6.284
Central Europe and the Baltics,CEB,2008,58870011384.7281,217002009.902587,7.75613141149942,117756000.0,3.86645725049328,1530368085942.5,6.35866380152373,6.58861289103516
Switzerland,CHE,2008,18016000000.0,8608000.0,5.03116934540012,17407000.0,4.61584220393992,567267767519.158,2.42604117060158,3.35
