tourism_arrivals,gdp,inflation,unemployment,year
112000.0,9659151917.40484,1.74967234600262,0.0,2012
0.0,2412130056.55851,6.04774591950676,0.0,2021
9683000.0,194150283771.566,0.596720257424944,5.86,2009
0.0,41952910858.0846,9.76556667164402,6.755,2022
2424000.0,22583045060.0821,13.4175653228571,0.0,2019
660000.0,6767000000.0,0.0,0.0,2007
4728000.0,140001351215.462,20.47783111264,6.358,1999
19374000.0,299210411454.823,2.06120618032862,5.969,2004
132498762.088979,1568792048512.52,7.8583333333334,8.71493475729156,2011
78864839.6236104,244622967831.528,2.18778405406877,0.0,2018
0.0,394362621793.035,43.4884641742179,9.085,2022
0.0,62547753148.4638,2.70908494588384,16.276,2005
100153000.0,810666116505.478,5.03072733151295,3.003,2002
2502000.0,1361811508.37989,1.88675466275266,0.0,2014
0.0,37204563051.4723,4.65316673847473,6.178,2021
910869000.0,14870065692850.4,1.42910743319306,8.12801281124539,2017
2646000.0,135764731645.611,14.9980338183251,0.0,2004
3828000.0,24342935403.5447,10.3623580313683,5.455,2008
356000.0,0.0,0.0,0.0,2006
1141000.0,78986648000.0,4.4745326579584,3.458,2011
19200.0007629395,392000000.0,1.49840023593737,0.0,2018
0.0,12231264525.0671,5.00627361534043,0.0,2009
135000.0,742134837.50919,0.174999999999924,9.81,2002
35560286.3026162,1281844180266.72,10.2969758221254,0.0,2008
978000.0,7423419479.8255,11.1269347446118,4.89,2007
547000.0,2980403844.72096,2.36576453830435,3.886,2005
18000.0,1288429391.79951,31.2993015817781,8.539,2000
3382000.0,156617722013.342,2.73249209419427,9.475,2020
19819087.2645395,38046955433.6011,1.17221285357721,0.0,2019
38318000.0,115715618613.052,3.93032603841001,7.494,2006
6400.00009536743,496110225.710307,3.41478946111596,1.9,2001
3071000.0,1007661366.66959,0.0,2.8,2000
0.0,11514605842.3369,0.0,0.0,2007
18488000.0,35438120141.0662,1.51820700736147,0.0,2017
69066616.1318946,1434282051769.71,4.45540429025096,0.0,2003
597000.0,10467109977.6717,36.5897175323924,0.0,2003
266217659.662492,3112218567617.28,3.38800754204006,5.36372426127128,1999
5017000.0,1107626541710.74,4.18356812896909,9.692,2006
237000.0,12561015156.5683,3.818152402524,0.0,2012
31000.0,9454629467.91408,0.0,13.558,2020
365000.0,547203703.703704,3.37781903988238,0.0,2005
731331434.167185,27987406037838.3,3.66699702675916,0.0,2017
